X_HT_V_100mN_1_Time_[s]	Y_HT_V_100mN_1_Fn_[mN]	X_HT_V_100mN_1_Time_[s]	Y_HT_V_100mN_1_Pd_[nm]	X_HT_V_100mN_2_Time_[s]	Y_HT_V_100mN_2_Fn_[mN]	X_HT_V_100mN_2_Time_[s]	Y_HT_V_100mN_2_Pd_[nm]	X_HT_V_100mN_3_Time_[s]	Y_HT_V_100mN_3_Fn_[mN]	X_HT_V_100mN_3_Time_[s]	Y_HT_V_100mN_3_Pd_[nm]	X_HT_V_100mN_4_Time_[s]	Y_HT_V_100mN_4_Fn_[mN]	X_HT_V_100mN_4_Time_[s]	Y_HT_V_100mN_4_Pd_[nm]	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.0999999999999943	0.00166296027807422	0.0999999999999943	2.48685987935751	0.100000000000009	0.00124740637558577	0.100000000000009	2.50791263311866	0.0999999999999943	0.00177939171480753	0.0999999999999943	1.78996184292934	0.100000000000009	0.00105801373266502	0.100000000000009	2.29500973939198	
0.200000000000003	0.00488120851181721	0.200000000000003	3.98596246287591	0.200000000000003	0.00238064898931804	0.200000000000003	4.86999508043643	0.199999999999989	0.00448846056046048	0.199999999999989	2.96398047973877	0.200000000000003	0.0038523898030362	0.200000000000003	3.85609760661686	
0.299999999999997	0.00756348564806426	0.299999999999997	5.52663199139481	0.299999999999997	0.00329218521025493	0.299999999999997	7.21285561856387	0.299999999999997	0.00869418757933673	0.299999999999997	4.29763969220617	0.299999999999997	0.0075383387303411	0.299999999999997	4.76981944084487	
0.400000000000006	0.0117824560283227	0.400000000000006	6.53613333859091	0.400000000000006	0.00570363052651283	0.400000000000006	9.32699283576527	0.399999999999991	0.0126112854091421	0.399999999999991	5.42364732116886	0.400000000000006	0.0119839072637608	0.400000000000006	5.53800651581683	
0.5	0.0167764019759983	0.5	7.0788945877552	0.5	0.00798318424950257	0.5	11.645440004549	0.5	0.0173320606320979	0.5	6.50305794223909	0.5	0.0161938780351986	0.5	6.48574677781197	
0.599999999999994	0.0214041081170043	0.599999999999994	7.62305609519868	0.600000000000009	0.0103253153466671	0.600000000000009	13.8066367602808	0.599999999999994	0.0229917787949601	0.599999999999994	7.07338171051183	0.600000000000009	0.0213561900375971	0.600000000000009	7.21891103627879	
0.700000000000003	0.0314630073150152	0.700000000000003	8.31295528672173	0.700000000000003	0.0135742303475305	0.700000000000003	15.2920175569282	0.699999999999989	0.0315372964142233	0.699999999999989	7.86530229602524	0.700000000000003	0.0282785101933156	0.700000000000003	7.92570827325434	
0.799999999999997	0.0740849622698467	0.799999999999997	10.5818131515507	0.799999999999997	0.0167553680852758	0.799999999999997	16.5598750583286	0.799999999999997	0.0707124360259631	0.799999999999997	10.288889049761	0.799999999999997	0.0587825048394672	0.799999999999997	9.97104987104655	
0.900000000000006	0.153815131720853	0.900000000000006	14.3757031095964	0.900000000000006	0.0216594179546585	0.900000000000006	17.8330708406753	0.899999999999991	0.147975446870787	0.899999999999991	13.4226237375194	0.900000000000006	0.131823715826234	0.900000000000006	13.3866604361849	
1	0.245887148500788	1	17.3701583507414	1	0.0464407417093909	1	20.5582685600633	1	0.238244675924644	1	15.9043112621057	1	0.221441757479117	1	16.0812782723526	
1.09999999999999	0.340133904435783	1.09999999999999	19.2883015951434	1.10000000000001	0.113282136462027	1.10000000000001	25.2166696265378	1.09999999999999	0.334507724695472	1.09999999999999	17.8380954530613	1.10000000000001	0.31576621026112	1.10000000000001	18.4057880623758	
1.2	0.436941906550502	1.2	20.9551412754043	1.2	0.202481653377716	1.2	29.3781956123244	1.19999999999999	0.431144730818458	1.19999999999999	19.55087330423	1.2	0.413756565662881	1.2	20.3492784705029	
1.3	0.536329528356849	1.3	22.4554702564945	1.3	0.297735819563024	1.3	32.315695660482	1.3	0.530108372815367	1.3	20.8984842278613	1.3	0.512586115711086	1.3	22.1549196616515	
1.40000000000001	0.635282419437318	1.40000000000001	24.2314618902079	1.40000000000001	0.395468944660885	1.40000000000001	34.2931958705516	1.39999999999999	0.630249381936977	1.39999999999999	21.9865026407891	1.40000000000001	0.613007563593588	1.40000000000001	23.5831192925401	
1.5	0.734477306658212	1.5	25.5485896743986	1.5	0.494195552493164	1.5	35.9644764382932	1.5	0.730365886132603	1.5	23.2105334070659	1.5	0.712456603366514	1.5	24.6658563505705	
1.59999999999999	0.835086298225442	1.59999999999999	26.6764085866772	1.60000000000001	0.593523886304044	1.60000000000001	37.5301426049647	1.59999999999999	0.831230028235933	1.59999999999999	24.1712929751492	1.60000000000001	0.811074868727489	1.60000000000001	25.8886097386111	
1.7	0.936318793204386	1.7	27.9621625770203	1.7	0.69251587417286	1.7	38.9635793509622	1.69999999999999	0.931062814081233	1.69999999999999	25.2934405541374	1.7	0.912183741811797	1.7	27.2008694017325	
1.8	1.03649003574161	1.8	29.0933279450207	1.8	0.792634393602947	1.8	40.1914177785766	1.8	1.03091444761198	1.8	26.5770953318294	1.8	1.01303344266425	1.8	28.4058610447818	
