X_Y_HT_300mN_1_Time_[s]	Y_Y_HT_300mN_1_Fn_[mN]	X_Y_HT_300mN_1_Time_[s]	Y_Y_HT_300mN_1_Pd_[nm]	X_Y_HT_300mN_2_Time_[s]	Y_Y_HT_300mN_2_Fn_[mN]	X_Y_HT_300mN_2_Time_[s]	Y_Y_HT_300mN_2_Pd_[nm]	X_Y_HT_300mN_3_Time_[s]	Y_Y_HT_300mN_3_Fn_[mN]	X_Y_HT_300mN_3_Time_[s]	Y_Y_HT_300mN_3_Pd_[nm]	X_Y_HT_300mN_4_Time_[s]	Y_Y_HT_300mN_4_Fn_[mN]	X_Y_HT_300mN_4_Time_[s]	Y_Y_HT_300mN_4_Pd_[nm]	X_Y_HT_300mN_5_Time_[s]	Y_Y_HT_300mN_5_Fn_[mN]	X_Y_HT_300mN_5_Time_[s]	Y_Y_HT_300mN_5_Pd_[nm]	X_Y_HT_300mN_6_Time_[s]	Y_Y_HT_300mN_6_Fn_[mN]	X_Y_HT_300mN_6_Time_[s]	Y_Y_HT_300mN_6_Pd_[nm]	X_Y_HT_300mN_7_Time_[s]	Y_Y_HT_300mN_7_Fn_[mN]	X_Y_HT_300mN_7_Time_[s]	Y_Y_HT_300mN_7_Pd_[nm]	X_Y_HT_300mN_8_Time_[s]	Y_Y_HT_300mN_8_Fn_[mN]	X_Y_HT_300mN_8_Time_[s]	Y_Y_HT_300mN_8_Pd_[nm]	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.100000000000009	0.000795532733883989	0.100000000000009	2.83712455601373	0.100000000000001	-0.000504521649796965	0.100000000000001	3.45721068729464	0.0999999999999943	-0.000200249460551844	0.0999999999999943	3.37765843426608	0.100000000000009	0.00333630412372692	0.100000000000009	0.237374214104612	0.100000000000001	0.000911719238169977	0.100000000000001	3.25023853067841	0.0999999999999979	-0.0119331899881425	0.0999999999999979	0.522702005034615	0.0999999999999943	0.0020219878002349	0.0999999999999943	1.58357082999998	0.100000000000001	0.00366935886744663	0.100000000000001	0.341239521947037	
0.200000000000003	0.00524082387923197	0.200000000000003	3.03271123185657	0.199999999999996	0.0033833080145583	0.199999999999996	4.0321130031155	0.200000000000003	0.00241571412782375	0.200000000000003	5.13048174719223	0.200000000000003	0.00806526816232384	0.200000000000003	0.439783116108002	0.200000000000003	0.00160878613170725	0.200000000000003	6.02457208575864	0.199999999999999	-0.0374407778030298	0.199999999999999	1.10662948764252	0.200000000000003	0.00591656115973571	0.200000000000003	1.57387611145222	0.200000000000003	0.00725018460814098	0.200000000000003	0.55384666458841	
0.299999999999997	0.00948089691121056	0.299999999999997	3.44164683752031	0.299999999999997	0.00800978439432539	0.299999999999997	4.22909654901289	0.299999999999997	0.00737137001932055	0.299999999999997	5.49778694277255	0.300000000000011	0.0136071226349104	0.300000000000011	0.401455901925144	0.300000000000004	0.00420035559756098	0.300000000000004	7.0154844149867	0.300000000000001	-0.0565048112414388	0.300000000000001	1.65997766820513	0.299999999999997	0.0107213596335831	0.299999999999997	1.88846646917499	0.300000000000004	0.012292276579836	0.300000000000004	0.76312061431448	
0.400000000000006	0.0144997595937552	0.400000000000006	3.70755897287825	0.399999999999999	0.0132180567292165	0.399999999999999	4.19786501247073	0.400000000000006	0.012847252178025	0.400000000000006	5.63947752752557	0.400000000000006	0.019963904867849	0.400000000000006	0.671131510494042	0.400000000000006	0.0081777173296285	0.400000000000006	7.49835927765407	0.399999999999999	-0.0920094906539934	0.399999999999999	2.28824928238921	0.399999999999991	0.0165380301951123	0.399999999999991	1.99489844983596	0.399999999999999	0.0176564144068704	0.399999999999999	1.02023108085842	
0.5	0.0204847165698555	0.5	3.80535899818448	0.5	0.0186495453529276	0.5	4.19568826446018	0.5	0.0176873296423784	0.5	5.87841313579501	0.5	0.0265601113400189	0.5	0.978629640625678	0.5	0.0136110101944008	0.5	7.82169372470506	0.5	-0.0863314678671506	0.5	2.74001475756601	0.5	0.0229666749147005	0.5	2.06108029328729	0.5	0.0235297881309157	0.5	1.0891632378681	
0.600000000000009	0.0258132874208165	0.600000000000009	4.06234957271134	0.600000000000001	0.0237311866400467	0.600000000000001	4.49394008071988	0.599999999999994	0.0227801449203551	0.599999999999994	6.2647644727263	0.600000000000009	0.0330436061188464	0.600000000000009	1.11337568559585	0.600000000000001	0.0186439006679004	0.600000000000001	7.88911906870963	0.599999999999998	-0.0949601121869012	0.599999999999998	3.25808187333102	0.599999999999994	0.0297205265401934	0.599999999999994	2.03340912113881	0.600000000000001	0.0305060591827642	0.600000000000001	1.37790053404709	
0.700000000000003	0.0309281248556414	0.700000000000003	4.10728072613253	0.699999999999996	0.0296756107329218	0.699999999999996	4.8522351501057	0.700000000000003	0.0283701535556022	0.700000000000003	6.53220348561271	0.700000000000003	0.0424281974565146	0.700000000000003	1.13393933310916	0.700000000000003	0.024049418833524	0.700000000000003	8.21261436700125	0.699999999999999	-0.14914085257438	0.699999999999999	3.97435965919381	0.700000000000003	0.0388814118960971	0.700000000000003	2.18107072343563	0.700000000000003	0.0363513707696032	0.700000000000003	1.77454231232079	
0.799999999999997	0.0396308706650767	0.799999999999997	4.25914016113178	0.799999999999997	0.0391118021047623	0.799999999999997	4.95280085243271	0.799999999999997	0.043239936154707	0.799999999999997	6.99636416476699	0.800000000000011	0.0785865499419836	0.800000000000011	1.6855558002186	0.800000000000004	0.0430071823301758	0.800000000000004	8.89064619510953	0.800000000000001	-0.179864659712576	0.800000000000001	4.58682315152691	0.799999999999997	0.071989188765162	0.799999999999997	2.97110926060282	0.800000000000004	0.0458825474973932	0.800000000000004	1.99785533970242	
0.900000000000006	0.0778491379466423	0.900000000000006	5.15216747847839	0.899999999999999	0.0759863948374859	0.899999999999999	5.71789638533569	0.900000000000006	0.0963158990212831	0.900000000000006	8.49627568256864	0.900000000000006	0.154127122448173	0.900000000000006	2.81353143481757	0.900000000000006	0.102934355755242	0.900000000000006	9.83029503325282	0.899999999999999	-0.188654879840299	0.899999999999999	5.09698353425297	0.899999999999991	0.145204043734239	0.899999999999991	4.08039082945678	0.899999999999999	0.0837439531926041	0.899999999999999	2.68374094512985	
1	0.156451480982584	1	6.24146024310802	1	0.1526394897813	1	7.25671855930589	1	0.181276074329351	1	10.1867022889845	1	0.24432063264705	1	3.76093197339921	1	0.18834256467838	1	11.2633660044946	1	-0.221716896119458	1	5.72019513467725	1	0.23456319936661	1	5.19659533674283	1	0.16100881211405	1	3.65531317820564	
1.10000000000001	0.248539983940984	1.10000000000001	7.02690299001061	1.1	0.243897958401319	1.1	8.17241738692989	1.09999999999999	0.273945174105713	1.09999999999999	11.3267045065381	1.10000000000001	0.338926929327363	1.10000000000001	4.60871842810603	1.1	0.280438196226504	1.1	12.5040517373928	1.1	-0.251171743172475	1.1	6.33849401474403	1.09999999999999	0.329422905240294	1.09999999999999	6.175490440587	1.1	0.25014848185699	1.1	4.54216305196695	
1.2	0.342595597966434	1.2	7.86352908684734	1.2	0.338793932346255	1.2	9.05555416518717	1.2	0.369029950159571	1.2	12.5073294711557	1.2	0.436476170916197	1.2	5.62342621616532	1.2	0.377232948129189	1.2	13.6622742339693	1.2	-0.317708290465604	1.2	7.11796819591489	1.2	0.426242945735107	1.2	7.49931860024149	1.2	0.344876741156566	1.2	5.51398402139652	
